,filepath,label
16288,../Data/preprocessed\dog - corgi\corgi_0007_jpg.rf.cbbf366cf7c9c38ec274a943fb6e06d9.jpg,dog - corgi
16289,../Data/preprocessed\dog - corgi\corgi_0007_jpg.rf.f259cde83bec29164dcbae4bddd293b6.jpg,dog - corgi
16290,../Data/preprocessed\dog - corgi\corgi_0008_jpg.rf.03a19098080b9366c3dcdc6025f4c671.jpg,dog - corgi
16291,../Data/preprocessed\dog - corgi\corgi_0008_jpg.rf.39c6044c4cfd1b249a694da14db8d0e9.jpg,dog - corgi
16292,../Data/preprocessed\dog - corgi\corgi_0008_jpg.rf.54a2abd0f3b43c8a3f664d52c440bf90.jpg,dog - corgi
16293,../Data/preprocessed\dog - corgi\corgi_0008_jpg.rf.770299fee432b6394b337c56f0b4bc54.jpg,dog - corgi
16294,../Data/preprocessed\dog - corgi\corgi_0008_jpg.rf.7fe4c75df6f4e465013d670ec6db4602.jpg,dog - corgi
16295,../Data/preprocessed\dog - corgi\corgi_0008_jpg.rf.951e0ec31fc573a876f4e56d3f51c040.jpg,dog - corgi
16296,../Data/preprocessed\dog - corgi\corgi_0008_jpg.rf.98251714f4c5baca1e3f80bd63929e6d.jpg,dog - corgi
16297,../Data/preprocessed\dog - corgi\corgi_0008_jpg.rf.ae97baee4dc782d5e4783ed283065e49.jpg,dog - corgi
16298,../Data/preprocessed\dog - corgi\corgi_0008_jpg.rf.bd4744838becffd1c0e6f4403bb27e0e.jpg,dog - corgi
16299,../Data/preprocessed\dog - corgi\corgi_0009_jpg.rf.1367a0fc78636234d843e1f4e5b25711.jpg,dog - corgi
16300,../Data/preprocessed\dog - corgi\corgi_0009_jpg.rf.1d1b424777ad1b44d3bb25eebd32d8bd.jpg,dog - corgi
16301,../Data/preprocessed\dog - corgi\corgi_0009_jpg.rf.29f2cc3e7472fc33567f572ff04a4e94.jpg,dog - corgi
16302,../Data/preprocessed\dog - corgi\corgi_0009_jpg.rf.2a02d05fdf92ec70a43695c4c31bd7df.jpg,dog - corgi
16303,../Data/preprocessed\dog - corgi\corgi_0009_jpg.rf.4c714225ae8fc90e60247b11b9ef4b4a.jpg,dog - corgi
16304,../Data/preprocessed\dog - corgi\corgi_0009_jpg.rf.5d8f0d295fa61bc5792de85ac8f122ec.jpg,dog - corgi
16305,../Data/preprocessed\dog - corgi\corgi_0009_jpg.rf.8228bac2dde130e162429b798c80a2a7.jpg,dog - corgi
16306,../Data/preprocessed\dog - corgi\corgi_0009_jpg.rf.bd9a3e9e08ddd452a016dd56cd03a581.jpg,dog - corgi
16307,../Data/preprocessed\dog - corgi\corgi_0009_jpg.rf.d0ede195719013c7f11db85dc0d4a244.jpg,dog - corgi
16308,../Data/preprocessed\dog - corgi\corgi_0011_jpg.rf.1bc1d77ad47234ada0b805ac168c03d8.jpg,dog - corgi
16309,../Data/preprocessed\dog - corgi\corgi_0011_jpg.rf.d5682a00a37310e588eaf1f76ed7a7cc.jpg,dog - corgi
16310,../Data/preprocessed\dog - corgi\corgi_0011_jpg.rf.eaff20cc3c7e450d11bbd68ed982421e.jpg,dog - corgi
16311,../Data/preprocessed\dog - corgi\corgi_0014_jpg.rf.71fa8e824d8c31f9f643c01fd4f9479f.jpg,dog - corgi
16312,../Data/preprocessed\dog - corgi\corgi_0014_jpg.rf.729d81e718ee9fffbe16214c27ff13da.jpg,dog - corgi
16313,../Data/preprocessed\dog - corgi\corgi_0014_jpg.rf.7607d6390ecd489be71809eeb07eba33.jpg,dog - corgi
16314,../Data/preprocessed\dog - corgi\corgi_0014_jpg.rf.7f398bd302938f2f40d4aded352915d8.jpg,dog - corgi
16315,../Data/preprocessed\dog - corgi\corgi_0014_jpg.rf.afeb7fd498895fbf10e845ce8b8c3827.jpg,dog - corgi
16316,../Data/preprocessed\dog - corgi\corgi_0014_jpg.rf.b519794c7e708e735486f16b621394cc.jpg,dog - corgi
16317,../Data/preprocessed\dog - corgi\corgi_0015_jpg.rf.4969f3fbee576f88ccdf8028e56c5e16.jpg,dog - corgi
16318,../Data/preprocessed\dog - corgi\corgi_0015_jpg.rf.4b93cd4749b10df58ae237d1afe84190.jpg,dog - corgi
16319,../Data/preprocessed\dog - corgi\corgi_0015_jpg.rf.52e353ce4f90d86716a6e44cf0c0d7cd.jpg,dog - corgi
16320,../Data/preprocessed\dog - corgi\corgi_0015_jpg.rf.9dc26aa4dbf97fe8bdb6cea599c44a87.jpg,dog - corgi
16321,../Data/preprocessed\dog - corgi\corgi_0015_jpg.rf.a5e1534b9aa49a70ed796ce07c974998.jpg,dog - corgi
16322,../Data/preprocessed\dog - corgi\corgi_0015_jpg.rf.b08a3fa815de919a3391e82a5df2eef5.jpg,dog - corgi
16323,../Data/preprocessed\dog - corgi\corgi_0016_jpg.rf.0f1edd08422862d3f6086593353f2d86.jpg,dog - corgi
16324,../Data/preprocessed\dog - corgi\corgi_0016_jpg.rf.b1cfea3940ffde0d8ca4bf213b96dcdd.jpg,dog - corgi
16325,../Data/preprocessed\dog - corgi\corgi_0016_jpg.rf.dec3dab98cc607c5aff8117e999f26f3.jpg,dog - corgi
16326,../Data/preprocessed\dog - corgi\corgi_0017_jpg.rf.0c8ac78ad4df111dd2a7e0fd77bf7318.jpg,dog - corgi
16327,../Data/preprocessed\dog - corgi\corgi_0017_jpg.rf.2e29a3d05fb695d44d85a044beb4d17f.jpg,dog - corgi
16328,../Data/preprocessed\dog - corgi\corgi_0017_jpg.rf.4733e320016931523eb37e32357cc0a6.jpg,dog - corgi
16329,../Data/preprocessed\dog - corgi\corgi_0017_jpg.rf.47e815d8b80f54c436baa3d8353353f6.jpg,dog - corgi
16330,../Data/preprocessed\dog - corgi\corgi_0017_jpg.rf.56f97b64409ca99f67c0e51f635cfb75.jpg,dog - corgi
16331,../Data/preprocessed\dog - corgi\corgi_0017_jpg.rf.5c9123d97a6d77ee2a834a083e3211f9.jpg,dog - corgi
16332,../Data/preprocessed\dog - corgi\corgi_0017_jpg.rf.aa607d35ac96ac6239bc6fc59417a349.jpg,dog - corgi
16333,../Data/preprocessed\dog - corgi\corgi_0017_jpg.rf.b170812ee7ee44f5c31dca3a573d8b6c.jpg,dog - corgi
16334,../Data/preprocessed\dog - corgi\corgi_0017_jpg.rf.b442dd457f64cd0fc3d84b1e8ff41864.jpg,dog - corgi
16335,../Data/preprocessed\dog - corgi\corgi_0019_jpg.rf.09ffa16510c64bed1bbb0efd84ed84f1.jpg,dog - corgi
16336,../Data/preprocessed\dog - corgi\corgi_0019_jpg.rf.0d0c69b03b7cd1e34a3f0e0e4faf71ca.jpg,dog - corgi
16337,../Data/preprocessed\dog - corgi\corgi_0019_jpg.rf.371763d318af294fd7a6d78a5039a591.jpg,dog - corgi
16338,../Data/preprocessed\dog - corgi\corgi_0019_jpg.rf.6a81cc6f1f67bece2458829ded074990.jpg,dog - corgi
16339,../Data/preprocessed\dog - corgi\corgi_0019_jpg.rf.9106118fb7c69e3073ecdc1993a58e32.jpg,dog - corgi
16340,../Data/preprocessed\dog - corgi\corgi_0019_jpg.rf.c0023585b56541d4fa48cbf8b7d57713.jpg,dog - corgi
16341,../Data/preprocessed\dog - corgi\corgi_0020_jpg.rf.0cfa278fd3d4b52f8fa68c9a9c8970b6.jpg,dog - corgi
16342,../Data/preprocessed\dog - corgi\corgi_0020_jpg.rf.20a9a8ce8d3d6df64e48f567fd73069d.jpg,dog - corgi
16343,../Data/preprocessed\dog - corgi\corgi_0020_jpg.rf.6c6f90acf288437ddfbc95fc5434c69a.jpg,dog - corgi
16344,../Data/preprocessed\dog - corgi\corgi_0020_jpg.rf.803831b069ffdbe60864e118b970d43a.jpg,dog - corgi
16345,../Data/preprocessed\dog - corgi\corgi_0020_jpg.rf.e9176aa60edd56984552759691cba209.jpg,dog - corgi
16346,../Data/preprocessed\dog - coyote\01_jpg.rf.085652277d146944a67358256f471c96.jpg,dog - coyote
16347,../Data/preprocessed\dog - coyote\01_jpg.rf.2440568819b84fc840f9c22da9317904.jpg,dog - coyote
16348,../Data/preprocessed\dog - coyote\01_jpg.rf.280feac44720f89c93455270b6c8fb12.jpg,dog - coyote
16349,../Data/preprocessed\dog - coyote\01_jpg.rf.281739389f55cd9090bd16130cdb7a56.jpg,dog - coyote
16350,../Data/preprocessed\dog - coyote\01_jpg.rf.5d998481290f9a8fd51fbb959b5d9d85.jpg,dog - coyote
16351,../Data/preprocessed\dog - coyote\01_jpg.rf.9d097fec5d6b63ffd9d30024d9bd994b.jpg,dog - coyote
16352,../Data/preprocessed\dog - coyote\02_jpg.rf.3ac2bfcb49f5560ba6dfedad46138914.jpg,dog - coyote
16353,../Data/preprocessed\dog - coyote\02_jpg.rf.4610babbd401bb5017d40a1c57d5b103.jpg,dog - coyote
16354,../Data/preprocessed\dog - coyote\02_jpg.rf.6619197f245a7f666c316054771534a5.jpg,dog - coyote
16355,../Data/preprocessed\dog - coyote\02_jpg.rf.815d296f245ea9f63a6e5068dfb6e7e8.jpg,dog - coyote
16356,../Data/preprocessed\dog - coyote\02_jpg.rf.965c5c212c4735487cdadb317c07276b.jpg,dog - coyote
16357,../Data/preprocessed\dog - coyote\02_jpg.rf.ed44c26ecddc65da88235269109d223d.jpg,dog - coyote
16358,../Data/preprocessed\dog - coyote\04_jpg.rf.313a1831a97055d5e332fe54ffdc0067.jpg,dog - coyote
16359,../Data/preprocessed\dog - coyote\04_jpg.rf.384c225ab9709ca4026c79c8d5fb6790.jpg,dog - coyote
16360,../Data/preprocessed\dog - coyote\04_jpg.rf.44990851f14dbaa694b3b8ee80c9ebb7.jpg,dog - coyote
16361,../Data/preprocessed\dog - coyote\04_jpg.rf.d491a4498fb73eca3f4a688b175692ee.jpg,dog - coyote
16362,../Data/preprocessed\dog - coyote\04_jpg.rf.fb237dc2fe2fe588c9e91cbd1c7989a7.jpg,dog - coyote
16363,../Data/preprocessed\dog - coyote\04_jpg.rf.fc9212aa2d9bb45614119c8df1784dad.jpg,dog - coyote
16364,../Data/preprocessed\dog - coyote\06_jpg.rf.afd27c566b3aff285cc1d4036381bca9.jpg,dog - coyote
16365,../Data/preprocessed\dog - coyote\06_jpg.rf.bc65d8f6e22a87c7194ad2350e744402.jpg,dog - coyote
16366,../Data/preprocessed\dog - coyote\06_jpg.rf.c499bcd3cbc94ada843b498a0282999c.jpg,dog - coyote
16367,../Data/preprocessed\dog - coyote\07_jpg.rf.69e52d2fee4ac420258cce37abd01379.jpg,dog - coyote
16368,../Data/preprocessed\dog - coyote\07_jpg.rf.c19616f79b1417470aaf9a3d28870f27.jpg,dog - coyote
16369,../Data/preprocessed\dog - coyote\07_jpg.rf.ebe40a612c828863bd20af5bf57ef83b.jpg,dog - coyote
16370,../Data/preprocessed\dog - coyote\08_jpg.rf.58f6c6259b2906a48db3849f653ca3b9.jpg,dog - coyote
16371,../Data/preprocessed\dog - coyote\08_jpg.rf.bfea2d1636c3b56075f7c491eab99a56.jpg,dog - coyote
16372,../Data/preprocessed\dog - coyote\09_jpg.rf.719595ce0795cdeb4aa9665788c3c5e2.jpg,dog - coyote
16373,../Data/preprocessed\dog - coyote\09_jpg.rf.873a72de7ea7c7bbd2a4532b593f6878.jpg,dog - coyote
16374,../Data/preprocessed\dog - coyote\09_jpg.rf.9464e0b8e1b11d9b106028bcc220b601.jpg,dog - coyote
16375,../Data/preprocessed\dog - coyote\10_jpg.rf.56ca4e28e2e45f11fe86b040ba3dbd45.jpg,dog - coyote
16376,../Data/preprocessed\dog - coyote\10_jpg.rf.da198f49ec7ddee7c65efcf0b3b8650f.jpg,dog - coyote
16377,../Data/preprocessed\dog - coyote\10_jpg.rf.e7f77ba06bc2305680b81126755ab2fd.jpg,dog - coyote
16378,../Data/preprocessed\dog - coyote\10_jpg.rf.ea3d23ad11e2400c6fd5b7c137aa7550.jpg,dog - coyote
16379,../Data/preprocessed\dog - coyote\10_jpg.rf.ed62bb9164484e316890a23cf205e6fe.jpg,dog - coyote
16380,../Data/preprocessed\dog - coyote\10_jpg.rf.f51f54b5bf2ba8bbe537b1abdc74c593.jpg,dog - coyote
16381,../Data/preprocessed\dog - coyote\10_jpg.rf.fa4a9a7d413d7f75b7cf9f056227461f.jpg,dog - coyote
16382,../Data/preprocessed\dog - coyote\10_jpg.rf.fa61b39e031d425ac0247488619db4fb.jpg,dog - coyote
16383,../Data/preprocessed\dog - coyote\10_jpg.rf.fea82c7cb241a908223b59f15dcbce19.jpg,dog - coyote
16384,../Data/preprocessed\dog - coyote\12_jpg.rf.2be90a671603c2c88b65985c9ded9919.jpg,dog - coyote
16385,../Data/preprocessed\dog - coyote\12_jpg.rf.87eb5adc06d5eb91374cca52c2723128.jpg,dog - coyote
16386,../Data/preprocessed\dog - coyote\12_jpg.rf.dc2eb8b7217afc7e60516eedccee89c9.jpg,dog - coyote
16387,../Data/preprocessed\dog - coyote\14_jpg.rf.1da1e880222d498efd9f004ead1f26b2.jpg,dog - coyote
16388,../Data/preprocessed\dog - coyote\14_jpg.rf.8aba9918644236e49388e623f113535f.jpg,dog - coyote
16389,../Data/preprocessed\dog - coyote\14_jpg.rf.dad99460f7b9824754c840211ac08bb4.jpg,dog - coyote
16390,../Data/preprocessed\dog - coyote\15_jpg.rf.1d2dd191cf6a5397b5907c144aea5581.jpg,dog - coyote
16391,../Data/preprocessed\dog - coyote\15_jpg.rf.2c7fa8a6bcc5e98f050eb0250389c6c0.jpg,dog - coyote
16392,../Data/preprocessed\dog - coyote\15_jpg.rf.62b3fd137f5c83ab1951c361aa3f1cd3.jpg,dog - coyote
16393,../Data/preprocessed\dog - coyote\16_jpg.rf.b77ecdc1d2b9a9265d22ce05074457b3.jpg,dog - coyote
16394,../Data/preprocessed\dog - coyote\16_jpg.rf.d65093e1e6888cb4eeac8fb4b1a8daec.jpg,dog - coyote
16395,../Data/preprocessed\dog - coyote\16_jpg.rf.f96c732628be26ad7cdaeb99f5db779f.jpg,dog - coyote
16396,../Data/preprocessed\dog - coyote\17_jpg.rf.05fc94cd683cd314e07ee62d38085bb2.jpg,dog - coyote
16397,../Data/preprocessed\dog - coyote\17_jpg.rf.83e2ebb297f6965999680c44623aded6.jpg,dog - coyote
16398,../Data/preprocessed\dog - coyote\17_jpg.rf.ccb7f02ce41a26bc30aafe7bb2c7d29a.jpg,dog - coyote
16399,../Data/preprocessed\dog - coyote\20_jpg.rf.1480b722ee41084f2215ccd3fa74ce75.jpg,dog - coyote
16400,../Data/preprocessed\dog - coyote\20_jpg.rf.3924c6710110247eba97687eeef4e1a2.jpg,dog - coyote
16401,../Data/preprocessed\dog - coyote\20_jpg.rf.e25835f140af4e50369942a4dc1a51ec.jpg,dog - coyote
16402,../Data/preprocessed\dog - coyote\21_jpg.rf.9a68c309f664932fd90e2f0e6c168a1f.jpg,dog - coyote
16403,../Data/preprocessed\dog - coyote\21_jpg.rf.9c9ed0a8900e7059a0f8c3638b596657.jpg,dog - coyote
16404,../Data/preprocessed\dog - coyote\21_jpg.rf.ca209cfc8dc08d6976ef750ad87f5495.jpg,dog - coyote
16405,../Data/preprocessed\dog - coyote\23_jpg.rf.0a558564e7438c674a13a99785117bba.jpg,dog - coyote
16406,../Data/preprocessed\dog - coyote\23_jpg.rf.ba1c2a8738e868c90a0df6b9f24093cd.jpg,dog - coyote
16407,../Data/preprocessed\dog - coyote\23_jpg.rf.ff02bd4d09320f63305792814fdddde0.jpg,dog - coyote
16408,../Data/preprocessed\dog - coyote\25_jpg.rf.8cab1144666d77510640b8a3b7f4153e.jpg,dog - coyote
16409,../Data/preprocessed\dog - coyote\25_jpg.rf.903ec0bf552b0b1be4b5795289ae3ed2.jpg,dog - coyote
16410,../Data/preprocessed\dog - coyote\25_jpg.rf.ecd67cbadccb28ea6954db302562a8a3.jpg,dog - coyote
16411,../Data/preprocessed\dog - coyote\26_jpg.rf.1af31e9072f93c97d10f0e609ea0c893.jpg,dog - coyote
16412,../Data/preprocessed\dog - coyote\26_jpg.rf.6e0110c823c748b47bf7bed3d5ea84fd.jpg,dog - coyote
16413,../Data/preprocessed\dog - coyote\26_jpg.rf.e43e97952c6654442a95a867f73a77b3.jpg,dog - coyote
16414,../Data/preprocessed\dog - coyote\29_jpg.rf.3437a88fc5364a132de4baae77625170.jpg,dog - coyote
16415,../Data/preprocessed\dog - coyote\29_jpg.rf.472387dbf25fd3476d65ba028efb1168.jpg,dog - coyote
16416,../Data/preprocessed\dog - coyote\29_jpg.rf.dfd040cbfc5242b904e73c3face9e974.jpg,dog - coyote
16417,../Data/preprocessed\dog - coyote\30_jpg.rf.7235133a5d6b7753212b724d58a6a401.jpg,dog - coyote
16418,../Data/preprocessed\dog - coyote\30_jpg.rf.ac89afbd2f8bbaad096e4792b28973f0.jpg,dog - coyote
16419,../Data/preprocessed\dog - coyote\30_jpg.rf.e3e88dca4b0acae21e97f4e53ae37f99.jpg,dog - coyote
16420,../Data/preprocessed\dog - coyote\31_jpg.rf.2cd1e32a0f3756ff53c6ec9bbbe139d2.jpg,dog - coyote
16421,../Data/preprocessed\dog - coyote\31_jpg.rf.43d5aff759ae692236b3cd9bc91db939.jpg,dog - coyote
16422,../Data/preprocessed\dog - coyote\31_jpg.rf.c87cc80fc6a542c7c5aea1dc609e5f1c.jpg,dog - coyote
16423,../Data/preprocessed\dog - coyote\32_jpg.rf.389a6a79da65d85f5acda1f5364e9b31.jpg,dog - coyote
16424,../Data/preprocessed\dog - coyote\32_jpg.rf.50776193c72a78e3ed2f21821b3a9cee.jpg,dog - coyote
16425,../Data/preprocessed\dog - coyote\32_jpg.rf.ba47c4f4a4543123b338cba577b20861.jpg,dog - coyote
16426,../Data/preprocessed\dog - coyote\33_jpg.rf.46d719cbab8c69bededc0a3170fb8393.jpg,dog - coyote
16427,../Data/preprocessed\dog - coyote\33_jpg.rf.9366ab7e2737a2b64e18e2a19a73eba3.jpg,dog - coyote
16428,../Data/preprocessed\dog - coyote\33_jpg.rf.e0ae61387f560abfa26f534d9f16d281.jpg,dog - coyote
16429,../Data/preprocessed\dog - coyote\34_jpg.rf.274af81437c4ebdc70c4747ddf884f1c.jpg,dog - coyote
16430,../Data/preprocessed\dog - coyote\34_jpg.rf.573e9fb728c49101a5e28399984f13aa.jpg,dog - coyote
16431,../Data/preprocessed\dog - coyote\34_jpg.rf.e2a4086d6116e4d8264908a260d4f2a9.jpg,dog - coyote
16432,../Data/preprocessed\dog - coyote\35_jpg.rf.a1a0c5fc06efba7aa7efc4ffe3322e4e.jpg,dog - coyote
16433,../Data/preprocessed\dog - coyote\35_jpg.rf.a60efbad9fcd2ab0758ba0a5f3b7fd90.jpg,dog - coyote
16434,../Data/preprocessed\dog - coyote\35_jpg.rf.a862434c992255f369e98cd37e48677d.jpg,dog - coyote
16435,../Data/preprocessed\dog - coyote\36_jpg.rf.4085fac166162dfda84c0b0ecdbea990.jpg,dog - coyote
16436,../Data/preprocessed\dog - coyote\36_jpg.rf.43b3eecd6c0e9c31c2fe30a3e966d2ee.jpg,dog - coyote
16437,../Data/preprocessed\dog - coyote\36_jpg.rf.b9e169a701cf94fc660fb5fe3ae050d1.jpg,dog - coyote
16438,../Data/preprocessed\dog - coyote\37_jpg.rf.5f0f1e6635db79b607a86f2a185dd0b0.jpg,dog - coyote
16439,../Data/preprocessed\dog - coyote\37_jpg.rf.b7099d2c5212f9d794b8103954cf789d.jpg,dog - coyote
16440,../Data/preprocessed\dog - coyote\37_jpg.rf.ec8ef1df46ac441b2304c11cbbaacb51.jpg,dog - coyote
16441,../Data/preprocessed\dog - coyote\39_jpg.rf.0557dec92d7341c28644194ad612c51e.jpg,dog - coyote
16442,../Data/preprocessed\dog - coyote\39_jpg.rf.3f5e1ef74c4e3a31eeb265f74862d600.jpg,dog - coyote
16443,../Data/preprocessed\dog - coyote\39_jpg.rf.6461eac21b1fc0707d10ae59a04bf239.jpg,dog - coyote
16444,../Data/preprocessed\dog - coyote\41_jpg.rf.36d639de336c86710ef323da845463e6.jpg,dog - coyote
16445,../Data/preprocessed\dog - coyote\41_jpg.rf.b5d636a38ef50faa8e4aaa747734d030.jpg,dog - coyote
16446,../Data/preprocessed\dog - coyote\41_jpg.rf.ebbd8e8344d22a2d53ffd7348089d804.jpg,dog - coyote
16447,../Data/preprocessed\dog - coyote\46_jpg.rf.102c7b5bba435e70dd0ee320b5dc9b9c.jpg,dog - coyote
16448,../Data/preprocessed\dog - coyote\46_jpg.rf.57ceffd1fc0a17f63a74ac6015e990b7.jpg,dog - coyote
16449,../Data/preprocessed\dog - coyote\46_jpg.rf.a88063c45c78ca253ae5662cfb394097.jpg,dog - coyote
16450,../Data/preprocessed\dog - coyote\48_jpg.rf.4c3bf2f03fb6a69f3287a9efcafebf43.jpg,dog - coyote
16451,../Data/preprocessed\dog - coyote\48_jpg.rf.8a3183c990a95631ec08c51f820d345b.jpg,dog - coyote
16452,../Data/preprocessed\dog - coyote\48_jpg.rf.c13edf30477d3cc80ca064e19769898e.jpg,dog - coyote
16453,../Data/preprocessed\dog - coyote\49_jpg.rf.a8dd5a14c3e89895dc6a7e6c8bc445a6.jpg,dog - coyote
16454,../Data/preprocessed\dog - coyote\49_jpg.rf.e478f889914e49e50ecf5753c0f0d8e2.jpg,dog - coyote
16455,../Data/preprocessed\dog - coyote\49_jpg.rf.ff354a304a9fbb7dc41be7a54d9ad374.jpg,dog - coyote
16456,../Data/preprocessed\dog - coyote\50_jpg.rf.3826b7c8a3f426c27bdd589a4ed7e953.jpg,dog - coyote
16457,../Data/preprocessed\dog - coyote\50_jpg.rf.6fc9c15438649583970092a787d7bb8a.jpg,dog - coyote
16458,../Data/preprocessed\dog - coyote\50_jpg.rf.e23c8880cee7d288715bdb576c3b4916.jpg,dog - coyote
16459,../Data/preprocessed\dog - coyote\56_jpg.rf.b562d7437f1ae6c832d79ab383c40fbd.jpg,dog - coyote
16460,../Data/preprocessed\dog - coyote\56_jpg.rf.bc85cc000280f83456f9d545bd6178e7.jpg,dog - coyote
16461,../Data/preprocessed\dog - coyote\56_jpg.rf.c66249725ccb86b6743cb9fd2bdfafa6.jpg,dog - coyote
16462,../Data/preprocessed\dog - coyote\59_jpg.rf.2dad9ebe462e30748ffa90d41cb2e3ef.jpg,dog - coyote
16463,../Data/preprocessed\dog - coyote\59_jpg.rf.bf4e992b17e7f5db6078933437953678.jpg,dog - coyote
16464,../Data/preprocessed\dog - coyote\59_jpg.rf.f6b360aa0a8ac306d52e2e312cae8732.jpg,dog - coyote
16465,../Data/preprocessed\dog - coyote\60_jpg.rf.27fcbdda8e983f7cf95e9f45cf1770b5.jpg,dog - coyote
16466,../Data/preprocessed\dog - coyote\60_jpg.rf.c864fefeb378c9f8a0bb7eedb6276911.jpg,dog - coyote
16467,../Data/preprocessed\dog - coyote\60_jpg.rf.ef85626743150d20ece9e4577b0bcb37.jpg,dog - coyote
16468,../Data/preprocessed\dog - coyote\61_jpg.rf.29e9f52d1630672e89c6982acaab077e.jpg,dog - coyote
16469,../Data/preprocessed\dog - coyote\61_jpg.rf.5a9e54006f9d393bdc263f2768d02255.jpg,dog - coyote
16470,../Data/preprocessed\dog - coyote\61_jpg.rf.b9746804610eea726ef3c256e0dd3a5c.jpg,dog - coyote
16471,../Data/preprocessed\dog - coyote\63_jpg.rf.23708ab94a6e77a92f0b959d3f67e4c0.jpg,dog - coyote
16472,../Data/preprocessed\dog - coyote\63_jpg.rf.31a08bd6bb2347a5a126ed28e4c40c43.jpg,dog - coyote
16473,../Data/preprocessed\dog - coyote\63_jpg.rf.97fbc9d62041342811a38122e3a2c738.jpg,dog - coyote
16474,../Data/preprocessed\dog - coyote\64_jpg.rf.73146fe294dc806212a3c40d8d533585.jpg,dog - coyote
16475,../Data/preprocessed\dog - coyote\64_jpg.rf.cc8cae4402a5f9738fa01a0e24c46330.jpg,dog - coyote
16476,../Data/preprocessed\dog - coyote\64_jpg.rf.db2a1923eb802fb232bc6da48f2acd45.jpg,dog - coyote
16477,../Data/preprocessed\dog - coyote\65_jpg.rf.02a93d9f74c3af3d753014c3550bd414.jpg,dog - coyote
16478,../Data/preprocessed\dog - coyote\65_jpg.rf.6538db88728025bde7adaea81ba9b84e.jpg,dog - coyote
16479,../Data/preprocessed\dog - coyote\65_jpg.rf.d5af822c2bfa5da9554ede80cc06f543.jpg,dog - coyote
16480,../Data/preprocessed\dog - coyote\67_jpg.rf.16f15e2cafafc3a080f2eddda414775c.jpg,dog - coyote
16481,../Data/preprocessed\dog - coyote\67_jpg.rf.7dd80bb5d0e2c1bbfabac523078a8067.jpg,dog - coyote
16482,../Data/preprocessed\dog - coyote\67_jpg.rf.901507814cb8c6b36fed9f023a0a5107.jpg,dog - coyote
16483,../Data/preprocessed\dog - coyote\68_jpg.rf.1d2f15882fc49533fde51ed69611b8b6.jpg,dog - coyote
16484,../Data/preprocessed\dog - coyote\68_jpg.rf.ae7d6f8de162b0baa3ac239f8353e647.jpg,dog - coyote
16485,../Data/preprocessed\dog - coyote\68_jpg.rf.d35ed5bab77ca9bd02dc0967cd4fd7c8.jpg,dog - coyote
16486,../Data/preprocessed\dog - coyote\70_jpg.rf.699bd172cf00be78769ea7f1405743ed.jpg,dog - coyote
16487,../Data/preprocessed\dog - coyote\70_jpg.rf.70e03286dcc4b6834e6a41dbed1b9786.jpg,dog - coyote
16488,../Data/preprocessed\dog - coyote\70_jpg.rf.ef34e14717ca8ad8c221e6a055b31f36.jpg,dog - coyote
16489,../Data/preprocessed\dog - coyote\72_jpg.rf.05aed56d4357576d98c0da09a4703b71.jpg,dog - coyote
16490,../Data/preprocessed\dog - coyote\72_jpg.rf.19df5670080e08d40b1d63c1259f782c.jpg,dog - coyote
16491,../Data/preprocessed\dog - coyote\72_jpg.rf.c1a8eab489d2ded3e2825ba33bde3661.jpg,dog - coyote
16492,../Data/preprocessed\dog - coyote\73_jpg.rf.2ded20140805897fb1691f1960eacc30.jpg,dog - coyote
16493,../Data/preprocessed\dog - coyote\73_jpg.rf.cb05c5c043fb72f19e39265204946ab3.jpg,dog - coyote
16494,../Data/preprocessed\dog - coyote\73_jpg.rf.efcaa1f72a91de4f7c22033244a8bb1a.jpg,dog - coyote
16495,../Data/preprocessed\dog - coyote\75_jpg.rf.382d6c0929abbc6f1b7006aef9c92761.jpg,dog - coyote
16496,../Data/preprocessed\dog - coyote\75_jpg.rf.634fcaaaf9ab5aee93f0cd052d4d06c1.jpg,dog - coyote
16497,../Data/preprocessed\dog - coyote\75_jpg.rf.7c16303237a0f2cd093d602397578ca9.jpg,dog - coyote
16498,../Data/preprocessed\dog - coyote\78_jpg.rf.76abf79f1e0fde5036a53b31b3768a3f.jpg,dog - coyote
16499,../Data/preprocessed\dog - coyote\78_jpg.rf.eb9af1c8ab26a119b0592da8c3a2b9e9.jpg,dog - coyote
16500,../Data/preprocessed\dog - coyote\78_jpg.rf.f6bb7a59a37895befcf73689a5b0f170.jpg,dog - coyote
16501,../Data/preprocessed\dog - coyote\79_jpg.rf.21c62067c724f0e8ec5b65267dc8ee1c.jpg,dog - coyote
16502,../Data/preprocessed\dog - coyote\79_jpg.rf.80d1b897571929617b11a5f1e32bd16c.jpg,dog - coyote
16503,../Data/preprocessed\dog - coyote\79_jpg.rf.da5b8c6ca90622ee3349c5de1fef33f2.jpg,dog - coyote
16504,../Data/preprocessed\dog - coyote\82_jpg.rf.19a817a8e831a2a977ad000164347386.jpg,dog - coyote
16505,../Data/preprocessed\dog - coyote\82_jpg.rf.1ecc11be7b2010ef844bb80a29922260.jpg,dog - coyote
16506,../Data/preprocessed\dog - coyote\82_jpg.rf.3ab496a80ebd7b6e6f340d7be14364bf.jpg,dog - coyote
